date,signal,short_mavg,long_mavg,PX_LAST,rets,ret_cum_actual,positions,loop,ret_cum,inten,trend_sum,trend_sum2,days,entry_track,entry_level,index_dummy,trend_length
2005-04-14,-1.0,4.308000000000021,4.346198181818177,4.308,-0.051899999999999835,-4.494000000000001,-2.0,4.308,0.0,0.46169999999999956,0.1285999999999996,0.0,0.0,2005-02-18 00:00:00,4.2655,3778,39.0
2005-07-05,1.0,4.105000000000027,4.082585454545451,4.105,0.06770000000000032,-4.696999999999999,2.0,4.105,0.0,-0.4236,-0.2029999999999994,0.0,0.0,2005-04-15 00:00:00,4.2406,3836,57.0
2005-07-06,-1.0,4.068200000000026,4.08045636363636,4.0682,-0.03680000000000039,-4.7338,-2.0,4.0682,0.06770000000000032,,-0.03680000000000039,0.0,0.0,2005-07-06 00:00:00,4.0682,3837,0.0
2005-07-08,1.0,4.091400000000026,4.073410909090905,4.0914,0.030899999999999928,-4.7105999999999995,2.0,4.0914,0.0,0.0600000000000005,0.02320000000000011,0.0,0.0,2005-07-07 00:00:00,4.0605,3839,1.0
2005-08-25,-1.0,4.155300000000021,4.160759999999997,4.1553,-0.009599999999999831,-4.646699999999999,-2.0,4.1553,0.0,0.32699999999999996,0.06390000000000029,0.0,0.0,2005-07-11 00:00:00,4.0933,3873,33.0
2005-08-26,1.0,4.186000000000021,4.16320727272727,4.186,0.030699999999999505,-4.616,2.0,4.186,-0.009599999999999831,,0.030699999999999505,0.0,0.0,2005-08-26 00:00:00,4.186,3874,0.0
2005-08-30,-1.0,4.0899000000000205,4.1642545454545425,4.0899,-0.07679999999999954,-4.7120999999999995,-2.0,4.0899,0.0,-0.028900000000000148,-0.09609999999999985,0.0,0.0,2005-08-29 00:00:00,4.1667,3876,1.0
2005-09-15,1.0,4.210700000000018,4.188243636363632,4.2107,0.04640000000000022,-4.5912999999999995,2.0,4.2107,0.0,0.0801999999999996,0.12080000000000002,0.0,0.0,2005-08-31 00:00:00,4.0137,3888,11.0
2005-09-21,-1.0,4.16600000000002,4.200336363636359,4.166,-0.0757999999999992,-4.635999999999999,-2.0,4.166,0.0,0.0602999999999998,-0.04469999999999974,0.0,0.0,2005-09-16 00:00:00,4.271,3892,3.0
2005-09-23,1.0,4.245600000000018,4.205303636363632,4.2456,0.0660999999999996,-4.5564,2.0,4.2456,0.0,0.013499999999999623,0.07959999999999923,0.0,0.0,2005-09-22 00:00:00,4.1795,3894,1.0
